380
13
1748014338
 0 1 1 23 25  3 (D 0,1,1) (S 9,2,2) (D 0,1,1)
 0 1 2 23 32  5 (D 0,1,1) (S 44,2,3) (S 7,3,3) (S 10,3,8) (D 0,1,1)
 0 1 3 26 33  4 (D 0,1,1) (S 6,6,6) (S 14,6,10) (D 0,1,1)
 0 1 4 13 21  4 (D 0,1,1) (S 29,3,7) (S 34,7,9) (D 0,1,1)
 0 1 5 27 25  3 (D 0,1,1) (S 4,7,7) (D 0,1,1)
 0 1 6 17 26  5 (D 0,1,1) (S 39,1,2) (S 38,2,7) (S 42,3,10) (D 0,1,1)
 0 1 7 18 25  5 (D 0,1,1) (S 20,1,5) (S 21,5,11) (S 8,11,11) (D 0,1,1)
 0 1 8 15 8  2 (D 0,1,1)  (D 0,1,1)
 0 1 9 19 28  4 (D 0,1,1) (S 32,8,9) (S 2,4,4) (D 0,1,1)
 0 1 10 20 20  4 (D 0,1,1) (S 19,2,6) (S 26,4,11) (D 0,1,1)
 0 1 11 21 11  3 (D 0,1,1) (S 5,8,8) (D 0,1,1)
 0 1 12 18 21  4 (D 0,1,1) (S 1,9,9) (S 12,9,10) (D 0,1,1)
 0 1 13 26 29  6 (D 0,1,1) (S 41,8,11) (S 17,11,10) (S 11,10,5) (S 3,5,5) (D 0,1,1)
