22066
12
1748014346
 0 1 1 1344 1899  8 (D 0,1,1) (S 42,10,11) (S 53,11,5) (S 51,5,6) (S 54,6,5) (S 15,4,4) (S 26,4,10) (D 0,1,1)
 0 1 2 1491 2208  9 (D 0,1,1) (S 29,39,40) (S 6,40,40) (S 25,40,41) (S 10,41,41) (S 63,41,42) (S 21,29,23) (S 37,23,22) (D 0,1,1)
 0 1 3 1410 1654  6 (D 0,1,1) (S 50,13,19) (S 20,19,25) (S 60,31,25) (S 4,25,25) (D 0,1,1)
 0 1 4 1456 2038  8 (D 0,1,1) (S 28,33,32) (S 14,32,32) (S 61,38,37) (S 2,31,31) (S 23,31,32) (S 41,32,26) (D 0,1,1)
 0 1 5 1405 1903  6 (D 0,1,1) (S 13,1,1) (S 18,1,2) (S 32,3,4) (S 36,10,9) (D 0,1,1)
 0 1 6 1320 839  5 (D 0,1,1) (S 3,12,12) (S 22,12,11) (S 8,11,11) (D 0,1,1)
 0 1 7 1213 1346  6 (D 0,1,1) (S 7,8,8) (S 11,7,7) (S 5,3,3) (S 17,3,9) (D 0,1,1)
 0 1 8 1533 1782  7 (D 0,1,1) (S 48,22,23) (S 34,35,41) (S 62,36,30) (S 30,24,18) (S 1,18,18) (D 0,1,1)
 0 1 9 1417 1458  6 (D 0,1,1) (S 31,21,27) (S 45,27,26) (S 52,38,39) (S 33,39,33) (D 0,1,1)
 0 1 10 1034 843  4 (D 0,1,1) (S 16,22,22) (S 24,10,16) (D 0,1,1)
 0 1 11 1129 1434  5 (D 0,1,1) (S 38,21,20) (S 9,14,14) (S 44,14,13) (D 0,1,1)
 0 1 12 986 1387  6 (D 0,1,1) (S 12,21,21) (S 55,22,28) (S 47,28,34) (S 49,34,33) (D 0,1,1)
