22082
29
1748014345
 0 1 1 126 1084  6 (D 0,1,1) (S 21,70,70) (S 81,70,71) (S 73,71,73) (S 82,73,74) (D 0,1,1)
 0 1 2 127 1062  6 (D 0,1,1) (S 47,23,31) (S 104,31,32) (S 65,37,38) (S 120,37,39) (D 0,1,1)
 0 1 3 130 1033  7 (D 0,1,1) (S 112,30,31) (S 126,32,35) (S 33,35,39) (S 19,40,40) (S 42,40,41) (D 0,1,1)
 0 1 4 124 936  4 (D 0,1,1) (S 86,18,72) (S 59,18,20) (D 0,1,1)
 0 1 5 116 724  6 (D 0,1,1) (S 32,42,56) (S 128,55,56) (S 3,56,56) (S 67,56,67) (D 0,1,1)
 0 1 6 121 1048  6 (D 0,1,1) (S 36,33,36) (S 66,33,37) (S 46,39,40) (S 118,42,57) (D 0,1,1)
 0 1 7 130 1032  6 (D 0,1,1) (S 61,32,34) (S 13,34,34) (S 43,35,41) (S 121,42,43) (D 0,1,1)
 0 1 8 129 752  6 (D 0,1,1) (S 99,21,22) (S 68,25,29) (S 11,28,28) (S 64,21,51) (D 0,1,1)
 0 1 9 124 815  9 (D 0,1,1) (S 80,49,51) (S 37,22,24) (S 85,24,25) (S 94,25,26) (S 100,26,27) (S 50,23,75) (S 6,22,22) (D 0,1,1)
 0 1 10 108 715  5 (D 0,1,1) (S 111,62,66) (S 116,66,68) (S 25,68,68) (D 0,1,1)
 0 1 11 130 631  5 (D 0,1,1) (S 5,53,53) (S 30,24,24) (S 8,51,51) (D 0,1,1)
 0 1 12 117 740  5 (D 0,1,1) (S 1,76,76) (S 51,18,19) (S 54,19,50) (D 0,1,1)
 0 1 13 123 680  6 (D 0,1,1) (S 91,11,12) (S 17,12,12) (S 124,12,16) (S 7,16,16) (D 0,1,1)
 0 1 14 127 754  7 (D 0,1,1) (S 38,60,62) (S 122,62,63) (S 109,63,65) (S 18,65,65) (S 78,63,64) (D 0,1,1)
 0 1 15 72 683  5 (D 0,1,1) (S 52,60,67) (S 28,41,41) (S 97,41,42) (D 0,1,1)
 0 1 16 72 600  4 (D 0,1,1) (S 69,58,60) (S 93,60,61) (D 0,1,1)
 0 1 17 107 635  8 (D 0,1,1) (S 123,44,46) (S 106,46,47) (S 89,49,50) (S 53,50,52) (S 108,52,53) (S 23,54,54) (D 0,1,1)
 0 1 18 120 571  5 (D 0,1,1) (S 2,45,45) (S 60,45,46) (S 9,48,48) (D 0,1,1)
 0 1 19 126 793  7 (D 0,1,1) (S 84,9,10) (S 63,12,76) (S 107,76,77) (S 12,77,77) (S 62,15,18) (D 0,1,1)
 0 1 20 127 721  8 (D 0,1,1) (S 41,44,45) (S 27,46,46) (S 115,47,49) (S 20,50,50) (S 74,19,20) (S 110,20,76) (D 0,1,1)
 0 1 21 126 704  5 (D 0,1,1) (S 24,57,57) (S 56,57,58) (S 31,58,69) (D 0,1,1)
 0 1 22 129 650  6 (D 0,1,1) (S 14,62,62) (S 105,62,67) (S 26,67,67) (S 34,58,59) (D 0,1,1)
 0 1 23 117 719  5 (D 0,1,1) (S 55,8,9) (S 48,10,11) (S 58,11,48) (D 0,1,1)
 0 1 24 111 476  6 (D 0,1,1) (S 15,44,44) (S 113,44,59) (S 29,59,59) (S 101,59,69) (D 0,1,1)
 0 1 25 120 616  5 (D 0,1,1) (S 127,7,8) (S 16,9,9) (S 76,11,59) (D 0,1,1)
 0 1 26 125 716  6 (D 0,1,1) (S 39,5,7) (S 98,13,77) (S 10,13,13) (S 88,13,16) (D 0,1,1)
 0 1 27 109 447  5 (D 0,1,1) (S 44,4,5) (S 4,8,8) (S 70,5,6) (D 0,1,1)
 0 1 28 130 707  5 (D 0,1,1) (S 125,2,4) (S 22,43,43) (S 87,43,44) (D 0,1,1)
 0 1 29 121 518  5 (D 0,1,1) (S 35,1,2) (S 45,2,3) (S 95,4,69) (D 0,1,1)
